org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Ministry of Science and Technology;Secretariat for Research and Development Policy and Programmes;1572;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Interministerial Committee on Global Climate Change;1577;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Protocol;1578;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Social Communications Advisory;1579;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Office for International Cooperation;1581;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science And Technology;Bilateral Cooperation;1583;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Global Climate Change;1588;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;"General Coordination of Global Climate Change; Inter-ministerial committee on Global Climate Change";1654;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination of Global Climate Change;1657;Ministério da Ciência e Tecnologia;NA;422
Secretariat of Science, Technology and Innovation (SECTI);NA;1670;Ministério da Ciência e Tecnologia;NA;422
MCT;NA;1726;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination for Global Climate Change;1774;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Interministerial Commission on Global Climate Change;1850;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination on Global Climate Change;1979;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;Science and Technology;2211;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science;Coordination on Global Climate Change;2232;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Public Policy and Government Management;2233;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination on Global Climate Change - Public Policy and Government Management;2301;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;General Coordination on Global Climate Change;2302;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;Climate Change;2303;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;Climate Change Department;2503;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology, Innovation and Communication;NA;2626;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology, Innovation and Communication;Climate Change;2631;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology, Innovation and Communication;National Center for Natural Disaster Monitoring and Alert;2644;Ministério da Ciência e Tecnologia;NA;422
Ministério de Ciência e Tecnologia;NA;2854;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;Secretaria de Políticas e Programas;2867;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;Secretaria de Políticas e Programas;2867;Ministério da Ciência e Tecnologia;NA;422
Ministério de Ciência e Tecnologia;Secretaria de Políticas e Programas;2878;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;NA;2987;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;"Coordenadoria Geral de Biodiversidade; Secretaria de Políticas e Programas de Pesquisa e Desenvolvimento";2993;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;"Coordenadoria Geral de Biotecnologia e Saúde; Secretaria de Políticas Estratégicas e de Desenvolvimento Científico";2994;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência, Tecnologia e Inovação;NA;3055;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência, Tecnologia, Inovação e Comunicações;Biossegurança;3129;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;"Departamento de Política Científica e Programas Especiais; Secretaria de Políticas e Programas";3198;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;Secretaria de Políticas e Programas de Pesquisa e Desenvolvimento;3202;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;"Secretaria de Políticas e Programas de Pesquisa e Desenvolvimento; Coordenadoria para Mar e Antártica";3203;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;Cooperação Internacional;3205;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência e Tecnologia;Coordenação de Oceano e Antártica;3207;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência, Tecnologia e Inovação;Cooperação Internacional;3208;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência, Tecnologia, Inovação e Comunicações;Pesquisa;3211;Ministério da Ciência e Tecnologia;NA;422
Ministério da Ciência, Tecnologia e Inovação;"Secretaria de Políticas e Programas de Pesquisa e Desenvolvimento; Coordenadoria para Mar e Antártica";3212;Ministério da Ciência e Tecnologia;NA;422
Ministry of Culture;NA;60;Ministério da Cultura;NA;423
Minister of Culture;Secretariat for Audiovisual;419;Ministério da Cultura;NA;423
Ministry of Culture;International Relations;636;Ministério da Cultura;NA;423
Ministry of Culture;Secretariat for Creative Economy;664;Ministério da Cultura;NA;423
Communication and Press Office;NA;704;Ministério da Cultura;NA;423
Ministry of Culture;Secretariat for Cultural Incentive and Promotion;835;Ministério da Cultura;NA;423
Ministry of Culture;Secretariat for Citizenship and Diversity;1011;Ministério da Cultura;NA;423
Ministry of Culture;Institutional Networking;1179;Ministério da Cultura;NA;423
Ministry of Culture;Secretariat for Cultural Policies;1196;Ministério da Cultura;NA;423
Ministry of Defense;NA;51;Ministério da Defesa;NA;424
Ministry of Defense;Divisao de Politicas Setoriais;99;Ministério da Defesa;NA;424
Ministry of Defence;NA;383;Ministério da Defesa;NA;424
Ministry of Defence;Military Affairs;573;Ministério da Defesa;NA;424
Ministry of Defence;Technology and Science Department;1360;Ministério da Defesa;NA;424
Ministério da Defesa;Gabinete do ministro;2872;Ministério da Defesa;NA;424
Ministério da Defesa;NA;3007;Ministério da Defesa;NA;424
Ministry of the Economy;Development Financing Policy and Funds;2687;Ministério da Economia;NA;425
Ministry of Education;NA;379;Ministério da Educação;NA;426
Ministry of Education;Minister's Office;507;Ministério da Educação;NA;426
Ministry of Education;Social Communication;510;Ministério da Educação;NA;426
Ministry of Education;SECADI;687;Ministério da Educação;NA;426
Ministry of Education;Education Policies for Youth;689;Ministério da Educação;NA;426
Ministry of Education;International;939;Ministério da Educação;NA;426
Ministry of Education;Public Policies;994;Ministério da Educação;NA;426
Ministry of Education;High Education;1052;Ministério da Educação;NA;426
Ministry of Education;Conen;1205;Ministério da Educação;NA;426
Ministério da Educação;NA;2845;Ministério da Educação;NA;426
Ministério da Educação;Coordenadoria de Educação Ambiental;2961;Ministério da Educação;NA;426
Ministry of Finance;NA;366;Ministério da Fazenda;NA;427
Ministry of Finance;Environment and Climate Change Coordination;413;Ministério da Fazenda;NA;427
Ministry of Finance;Secretariat for International Affairs;442;Ministério da Fazenda;NA;427
Ministry of Finance;Social Communication Office of the Minister;470;Ministério da Fazenda;NA;427
Ministry of Finance;Press Relations Office;487;Ministério da Fazenda;NA;427
Ministry of Finance;Public Policies and Government Management;631;Ministério da Fazenda;NA;427
Ministry of Finance;International Affairs;649;Ministério da Fazenda;NA;427
Ministry of Finance;Minister's Protocol;716;Ministério da Fazenda;NA;427
Ministry of Finance;Press relations officer;768;Ministério da Fazenda;NA;427
Ministry of Finance;Public Policy;856;Ministério da Fazenda;NA;427
Ministry of Finance;Coordination for the Environment and Climate Change;888;Ministério da Fazenda;NA;427
Ministry of Finance;Secretariat for Economic Policy;889;Ministério da Fazenda;NA;427
Ministry of Finance;Minister Protocol;895;Ministério da Fazenda;NA;427
Ministry of Finance;Finances and Control;1660;Ministério da Fazenda;NA;427
Department of the Treasury;NA;2126;Ministério da Fazenda;NA;427
Ministry of Finance;Public Policy and Government Management;2187;Ministério da Fazenda;NA;427
Ministry of Finance;Coordination for Development and Sustainability;2498;Ministério da Fazenda;NA;427
School of Finance Administration - ESAF;NA;2506;Ministério da Fazenda;ESAF - Escola de Administração Fazendária;427
Ministry of Finance;Development and Sustainability;2568;Ministério da Fazenda;NA;427
Ministério da Fazenda;NA;3135;Ministério da Fazenda;NA;427
Ministry of National Integration;NA;384;Ministério da Integração Nacional;NA;428
Ministry for National Integration;NA;500;Ministério da Integração Nacional;NA;428
Ministério da Integração Nacional;Gerência de Estudos e Projetos;1273;Ministério da Integração Nacional;NA;428
Ministério da Integração Nacional;NA;2855;Ministério da Integração Nacional;NA;428
Ministério da Integração Nacional;Secretaria de Programas Regionais Integrados;2868;Ministério da Integração Nacional;NA;428
Ministério da Integração Nacional;"Projeto de Avaliação dos Programas das Mesorregiões Diferenciadas, Secretaria de Programas Regionais Integrados; Centro Internacional de Desenvolvimento Sustentável da Fundação Getúlio Vargas/RJ";2896;Ministério da Integração Nacional;NA;428
Ministry of Justice;NA;152;Ministério da Justiça;NA;429
Ministry of Justice;International affairs;1241;Ministério da Justiça;NA;429
Ministry of Justice;Social Policies;2238;Ministério da Justiça;NA;429
Ministério da Justiça;NA;2740;Ministério da Justiça;NA;429
Ministério da Justiça;Assuntos Internacionais, Jurídicos e Parlamentares da Secretaria dos Direitos da Mulher;2893;Ministério da Justiça;NA;429
Ministry of Fishing and Aquaculture;NA;359;Ministério da Pesca e Aquicultura;NA;430
Ministry of Fishing and Aquaculture;Secretariat for Monitoring and Fisheries Control and Aquiculture;416;Ministério da Pesca e Aquicultura;NA;430
Ministry of Fishing and Aquaculture;Secretariat for Infrastructure and the Promotion of Fisheries;733;Ministério da Pesca e Aquicultura;NA;430
Ministry of Fishing and Aquaculture;Secretariat for Planning and Fisheries Development;784;Ministério da Pesca e Aquicultura;NA;430
Ministry of Fishing and Aquaculture;Communication;844;Ministério da Pesca e Aquicultura;NA;430
Ministry of Fishing and Aquaculture;International Affairs;954;Ministério da Pesca e Aquicultura;NA;430
Ministry of Fishing and Aquaculture;Secretariat for Planning and Aquiculture Development;1025;Ministério da Pesca e Aquicultura;NA;430
Ministry of Fishing and Aquaculture;Secretariat for the National Council for Aquaculture and Fisheries;1185;Ministério da Pesca e Aquicultura;NA;430
Ministry of Social Security;NA;360;Ministério da Previdência Social;NA;431
Ministry of Social Security;International Affairs;522;Ministério da Previdência Social;NA;431
Ministry of Social Security;International Affairs Office;719;Ministério da Previdência Social;NA;431
Ministry of Social Security;Secretariat for Social Security Policies;950;Ministério da Previdência Social;NA;431
Ministry of Social Security;Parliamentary Affairs;1016;Ministério da Previdência Social;NA;431
Ministry of Security;Department of Public Service Renue;1088;Ministério da Previdência Social;NA;431
Ministry of Social Security;Social Welfare Office;1139;Ministério da Previdência Social;NA;431
Ministério da Previdência Social;NA;2751;Ministério da Previdência Social;NA;431
Ministry of Health;Fundacao Oswaldo Cruz;20;Ministério da Saúde;NA;432
Ministry of Health;NA;47;Ministério da Saúde;NA;432
Ministry of Health;Ecology Laboratory, National School of Public Health of the Oswaldo Cruz Foundation;54;Ministério da Saúde;NA;432
Ministry of Health;FIOCRUZ;58;Ministério da Saúde;NA;432
Ministry of Health;Manager of International Cooperation and Agreements of the Coordination for Environmental Health Protection;72;Ministério da Saúde;NA;432
Ministry of Health;Secretariat of Biodiversity and Forests;79;Ministério da Saúde;NA;432
Ministério da Saúde;National Confederation of Health;113;Ministério da Saúde;NA;432
Ministry of Health;Institutional Exchange for Judicial Consultation, Legal Counsel's Office;134;Ministério da Saúde;NA;432
Ministry of Health;National Sanitary Surveillance Agency;138;Ministério da Saúde;NA;432
Ministry of Health;Legal Department;156;Ministério da Saúde;NA;432
Ministry of Health;Environmental Health Surveillance;165;Ministério da Saúde;NA;432
Ministry of Health;Assessoria Internacional;203;Ministério da Saúde;NA;432
Ministry of Health;Department of Surveillance in Environmental Health and Occupational Health;224;Ministério da Saúde;NA;432
Ministry of Health;General Coordination on Environmental Health Surveillance;232;Ministério da Saúde;NA;432
Ministry of Health;Adviser to the President of the Water Company of the State of Guanabara, Member of the Working Group on Environmental Pollution;347;Ministério da Saúde;NA;432
Ministry of health;NA;447;Ministério da Saúde;NA;432
Ministry of Health;Conceição Hospitals;505;Ministério da Saúde;NA;432
Ministry of Health;Secretariat for Science, Technology and Strategic Input;647;Ministério da Saúde;NA;432
Ministry of Health;Department of Environmental and Worker Health, Ministry of Health;827;Ministério da Saúde;NA;432
Ministry of Health;Regulatory Affairs;1135;Ministério da Saúde;NA;432
Ministerio de Salud;Departamento de Vigilancia em Salud Ambiental y Salud del Trabajador;1313;Ministério da Saúde;NA;432
Ministry of Health;Assessoria de Assuntos Internacionais de Saúde;1319;Ministério da Saúde;NA;432
Ministry of Health;Department of Health Surveillance, Environmental Health of Workers;1320;Ministério da Saúde;NA;432
Ministry of Health;Department of Environmental and Occupational Health Surveillance;1331;Ministério da Saúde;NA;432
Ministry of Health;SVS, Evandro Chagas Institute, Environment Section;1341;Ministério da Saúde;NA;432
Ministry of Health;Evandro Chagas Institute;1344;Ministério da Saúde;NA;432
Ministry of Health;International Affairs Office;1347;Ministério da Saúde;NA;432
Ministry of Health;International Affairs Office, Division of Technical Analysis;1354;Ministério da Saúde;NA;432
Ministry of Health;Department of Industrial Complex & Innovation to Health;1356;Ministério da Saúde;NA;432
Ministry of Health;Department of Health Surveillance, Environment and Health of the Workers;1359;Ministério da Saúde;NA;432
