"";"org_sujo";"org_detalhe_sujo";"id_org_dupla";"org_limpo";"org_detalhe_limpo";"id_org_unica"
"1692";"Ministry of Science and Technology";"General Coordination for Global Climate Change";1559;"Ministério da Ciência e Tecnologia";NA;422
"1693";"Ministry of Science and Technology";"Secretariat for Research and Development Policy and Programmes";1572;"Ministério da Ciência e Tecnologia";NA;422
"1694";"Ministry of Science and Technology";"Interministerial Committee on Global Climate Change";1577;"Ministério da Ciência e Tecnologia";NA;422
"1695";"Ministry of Science and Technology";"Protocol";1578;"Ministério da Ciência e Tecnologia";NA;422
"1696";"Ministry of Science and Technology";"Social Communications Advisory";1579;"Ministério da Ciência e Tecnologia";NA;422
"1697";"Ministry of Science and Technology";"Office for International Cooperation";1581;"Ministério da Ciência e Tecnologia";NA;422
"1698";"Ministry of Science And Technology";"Bilateral Cooperation";1583;"Ministério da Ciência e Tecnologia";NA;422
"1699";"Ministry of Science and Technology";"Global Climate Change";1588;"Ministério da Ciência e Tecnologia";NA;422
"1700";"Ministry of Science and Technology";"General Coordination of Global Climate Change; Inter-ministerial committee on Global Climate Change";1654;"Ministério da Ciência e Tecnologia";NA;422
"1701";"Ministry of Science and Technology";"General Coordination of Global Climate Change";1657;"Ministério da Ciência e Tecnologia";NA;422
"1702";"Ministry of Science and Technology";"Coordination for Global Climate Change";1774;"Ministério da Ciência e Tecnologia";NA;422
"1703";"Ministry of Science and Technology";"Interministerial Commission on Global Climate Change";1850;"Ministério da Ciência e Tecnologia";NA;422
"1704";"Ministry of Science and Technology";"Coordination on Global Climate Change";1979;"Ministério da Ciência e Tecnologia";NA;422
"1705";"Ministry of Science and Technology";"Public Policy and Government Management";2233;"Ministério da Ciência e Tecnologia";NA;422
"1706";"Ministry of Science and Technology";"Coordination on Global Climate Change - Public Policy and Government Management";2301;"Ministério da Ciência e Tecnologia";NA;422
"1707";"Ministry of Science and Technology (MCT)";NA;1381;"Ministério da Ciência e Tecnologia";NA;422
"1708";"Ministry of Science, Technology and Innovation";NA;364;"Ministério da Ciência e Tecnologia";NA;422
"1709";"Ministry of Science, Technology and Innovation";"Secretariat for Research and Development";642;"Ministério da Ciência e Tecnologia";NA;422
"1710";"Ministry of Science, Technology and Innovation";"Rio+20";644;"Ministério da Ciência e Tecnologia";NA;422
"1711";"Ministry of Science, Technology and Innovation";"Secretariat for Science and Technology for Social Inclusion";731;"Ministério da Ciência e Tecnologia";NA;422
"1712";"Ministry of Science, Technology and Innovation";"SECIS";842;"Ministério da Ciência e Tecnologia";NA;422
"1713";"Ministry of Science, Technology and Innovation";"General Coordination for Oceans and Antartica";853;"Ministério da Ciência e Tecnologia";NA;422
"1714";"Ministry of Science, Technology and Innovation";"Global Climate Change";1188;"Ministério da Ciência e Tecnologia";NA;422
"1715";"Ministry of Science, Technology and Innovation";"Science and Technology";2211;"Ministério da Ciência e Tecnologia";NA;422
"1716";"Ministry of Science, Technology and Innovation";"General Coordination on Global Climate Change";2302;"Ministério da Ciência e Tecnologia";NA;422
"1717";"Ministry of Science, Technology and Innovation";"Climate Change";2303;"Ministério da Ciência e Tecnologia";NA;422
"1718";"Ministry of Science, Technology and Innovation";"Climate Change Department";2503;"Ministério da Ciência e Tecnologia";NA;422
"1719";"Ministry of Science, Technology, Innovation and Communication";NA;2626;"Ministério da Ciência e Tecnologia";NA;422
"1720";"Ministry of Science, Technology, Innovation and Communication";"Climate Change";2631;"Ministério da Ciência e Tecnologia";NA;422
"1721";"Ministry of Science, Technology, Innovation and Communication";"National Center for Natural Disaster Monitoring and Alert";2644;"Ministério da Ciência e Tecnologia";NA;422
"1722";"Ministry of Security";"Department of Public Service Renue";1088;"Ministério da Previdência Social";NA;431
"1723";"Ministry of Social Security";NA;360;"Ministério da Previdência Social";NA;431
"1724";"Ministry of Social Security";"International Affairs";522;"Ministério da Previdência Social";NA;431
"1725";"Ministry of Social Security";"International Affairs Office";719;"Ministério da Previdência Social";NA;431
"1726";"Ministry of Social Security";"Secretariat for Social Security Policies";950;"Ministério da Previdência Social";NA;431
"1727";"Ministry of Social Security";"Parliamentary Affairs";1016;"Ministério da Previdência Social";NA;431
"1728";"Ministry of Social Security";"Social Welfare Office";1139;"Ministério da Previdência Social";NA;431
"1729";"Ministry of Sports";NA;365;"Ministério do Esporte";NA;440
"1730";"Ministry of Sports";"National Secretariat for Sport, Education, Entertainment";402;"Ministério do Esporte";NA;440
"1731";"Ministry of Sports";"International Affairs Office";418;"Ministério do Esporte";NA;440
"1732";"Ministry of Sports";"Science, Technology and Innovation";1077;"Ministério do Esporte";NA;440
"1733";"Ministry of the Economy";"Development Financing Policy and Funds";2687;"Ministério da Economia";NA;425
"1734";"Ministry of the Environment";"SMA/COBIO";32;"Ministério do Meio Ambiente";NA;442
"1735";"Ministry of the Environment";"Genetic Resources";37;"Ministério do Meio Ambiente";NA;442
"1736";"Ministry of the Environment";"National Programme on Biodiversity Conservation";80;"Ministério do Meio Ambiente";NA;442
"1737";"Ministry of the Environment";NA;124;"Ministério do Meio Ambiente";NA;442
"1738";"Ministry of the Environment";"Genetic Resources Manager Biodiversity and Forest Secretary";128;"Ministério do Meio Ambiente";NA;442
"1739";"Ministry of the Environment";"Programme Brazil";146;"Ministério do Meio Ambiente";NA;442
"1740";"Ministry of the Environment";"General Coordination of Nature Resources";308;"Ministério do Meio Ambiente";NA;442
"1741";"Ministry of the Environment";"National Forests Program";309;"Ministério do Meio Ambiente";NA;442
"1742";"Ministry of the Environment";"Secretariat of Biodiversity and Forests, Department of Forests";315;"Ministério do Meio Ambiente";NA;442
"1743";"Ministry of the Environment";"Secretariat of Biodiversity and Forests";316;"Ministério do Meio Ambiente";NA;442
"1744";"Ministry of the Environment";"International Affairs";317;"Ministério do Meio Ambiente";NA;442
"1745";"Ministry of the Environment";"Director of Forests";318;"Ministério do Meio Ambiente";NA;442
"1746";"Ministry of the Environment";"Department for Policies against Deforestation";322;"Ministério do Meio Ambiente";NA;442
"1747";"Ministry of the Environment";"International Affairs Department";325;"Ministério do Meio Ambiente";NA;442
"1748";"Ministry of the Environment";"Office for International Affairs";1308;"Ministério do Meio Ambiente";NA;442
"1749";"Ministry of the Environment";"Secretariat for International Affairs";1310;"Ministério do Meio Ambiente";NA;442
"1750";"Ministry of the Environment";"Environmental Quality";1342;"Ministério do Meio Ambiente";NA;442
"1751";"Ministry of the Environment";"Environment Quality";1352;"Ministério do Meio Ambiente";NA;442
"1752";"Ministry of the Environment";"Department of Climate Change, Ozone Unit Office";1398;"Ministério do Meio Ambiente";NA;442
"1753";"Ministry of the Environment";"Department of Climate Change, National Ozone Unit";1399;"Ministério do Meio Ambiente";NA;442
"1754";"Ministry of the Environment";"National Ozone Unit Office, Coordination of the Ozone Layer Protection, Department of Climate Change, Secretariat of Climate Change and Environment Quality";1401;"Ministério do Meio Ambiente";NA;442
"1755";"Ministry of the Environment";"Secretary for Biodiversity and Forests";1718;"Ministério do Meio Ambiente";NA;442
"1756";"Ministry of the Environment";"Environmental Quality on Human Settlements";1719;"Ministério do Meio Ambiente";NA;442
"1757";"Ministry of the Environment";"National Programme for Biodiversity Conservation";1721;"Ministério do Meio Ambiente";NA;442
"1758";"Ministry of the Environment";"Brazilian Forest Service";1723;"Ministério do Meio Ambiente";NA;442
"1759";"Ministry of the Environment";"Secretariat of Environmental Quality in Human Settlements";1724;"Ministério do Meio Ambiente";NA;442
"1760";"Ministry of the Environment";"Office of the International Adviser";1728;"Ministério do Meio Ambiente";NA;442
"1761";"Ministry of the Environment";"Secretariat of Environmental Quality";1729;"Ministério do Meio Ambiente";NA;442
"1762";"Ministry of the Environment";"National Forestry Programme";1753;"Ministério do Meio Ambiente";NA;442
"1763";"Ministry of the Environment";"Secretariat for Environment Quality";1760;"Ministério do Meio Ambiente";NA;442
"1764";"Ministry of the Environment";"Secretary for Climate Change and Environmental Quality";1772;"Ministério do Meio Ambiente";NA;442
"1765";"Ministry of the Environment";"International";1775;"Ministério do Meio Ambiente";NA;442
"1766";"Ministry of the Environment";"Climate Change and Environmental Quality";1848;"Ministério do Meio Ambiente";NA;442
"1767";"Ministry of the Environment";"Department of Climate Change, Climate Change and Sustainability Coordination";1849;"Ministério do Meio Ambiente";NA;442
"1768";"Ministry of the Environment";"Department for Climate Change, Climate Change and Sustainability Coordination";1949;"Ministério do Meio Ambiente";NA;442
"1769";"Ministry of the Environment";"Environmental Quality and Climate Change";1977;"Ministério do Meio Ambiente";NA;442
"1770";"Ministry of the Environment";"Climate Change";1978;"Ministério do Meio Ambiente";NA;442
"1771";"Ministry of the Environment";"Social Communication Office";2165;"Ministério do Meio Ambiente";NA;442
"1772";"Ministry of the Environment";"Department for Climate Change and Environmental Quality";2166;"Ministério do Meio Ambiente";NA;442
"1773";"Ministry of the Environment";"International Affairs Office";2190;"Ministério do Meio Ambiente";NA;442
"1774";"Ministry of the Environment";"Secretariat of Climate Change and Environmental Quality";2224;"Ministério do Meio Ambiente";NA;442
"1775";"Ministry of the Environment";"Climate Change and Enviromental Quality Secretariat";2294;"Ministério do Meio Ambiente";NA;442
"1776";"Ministry of the Environment";"Climate Change Department";2299;"Ministério do Meio Ambiente";NA;442
"1777";"Ministry of the Environment, Water Resources and the Amazon Region";"Department of Policy-Making and Programmes";19;"Ministério do Meio Ambiente";NA;442
"1778";"Ministry of the Interior";NA;336;"Ministério do Interior";NA;441
"1779";"Ministry of the Interior";"Secretariat for International Co-operation";352;"Ministério do Interior";NA;441
"1780";"Ministry of Tourism";NA;374;"Ministério do Turismo";NA;446
"1781";"Ministry of Tourism";"National Secretariat for Tourism Policies";417;"Ministério do Turismo";NA;446
"1782";"Ministry of Tourism";"Protocol";728;"Ministério do Turismo";NA;446
"1783";"Ministry of Tourism";"National Secretariat for Programmes on Tourism Development";769;"Ministério do Turismo";NA;446
"1784";"Ministry of Tourism";"General Coordination for Institutional Information";847;"Ministério do Turismo";NA;446
"1785";"Ministry of Tourism";"Department of International Relations";1089;"Ministério do Turismo";NA;446
"1786";"Ministry of Tourism";"Sustainability";1225;"Ministério do Turismo";NA;446
"1787";"Ministry of Trade and Industry";"National Institute of Technology";344;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1788";"Ministry of Transport";NA;387;"Ministério dos Transportes";NA;447
"1789";"Ministry of Transport";"Social-Environmental Office";915;"Ministério dos Transportes";NA;447
"1790";"Ministry of transport";"Social Environmental Office";1063;"Ministério dos Transportes";NA;447
"1791";"Ministry of Transportation";"Environment";1587;"Ministério dos Transportes";NA;447
"1792";"Ministry of Transportation";"Secretariat of Urban Transport and Mobility";1720;"Ministério dos Transportes";NA;447
"1793";"Mint of Brazil";"Public Information Policy advisor";1015;"Casa da Moeda do Brasil";NA;107
"1794";"Mint of Brazil";"Management";1119;"Casa da Moeda do Brasil";NA;107
"1795";"Monades";NA;1200;"MONADES - Movimento Nacional de Afetados por Desastres Socioambientais";NA;452
"1796";"Monape";NA;672;"MONAPE - Movimento Nacional dos Pescadores";NA;453
"1797";"Moradia Popular National Union";NA;699;"UNMP - União Nacional por Moradia Popular";NA;654
"1798";"Movement of the Atingidos por Barragens";NA;876;"Movimento dos Atingidos por Barragens";NA;455
"1799";"Movement of the Small Farmers";NA;816;"MPA - Movimento dos Pequenos Agricultores";NA;457
"1800";"Movimento de Agricultura Urbana de Campinas";NA;2374;"Movimento de Agricultura Urbana de Campinas";NA;454
"1801";"Municipal Education System";NA;2021;"Aluno do sistema municipal de educação";NA;30
"1802";"Museum of Astronomy";NA;1026;"Museu de Astronomia e Ciências Afins";NA;494
"1803";NA;NA;24;"Sem informação";NA;565
"1804";NA;"Secretaria Estadual de Meio Ambiente e Recursos Hidricos";109;"Estado da Bahia";NA;222
