org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Ministry of Foreign Affairs;Department of Environment;2665;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Madrid;2666;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Environment Division II;2667;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Energy Promotion Division;2669;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Brazilian Embassy in Buenos Aires;2670;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Brazilian Embassy in Madrid;2671;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Brazilian Embassy in India;2672;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Secretariat for National Sovereignty and Citizenship;2673;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Department of Special Affairs;33;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Consulate General of Brazil in Montreal;34;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Environment Division;35;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;NA;136;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Permanent Mission of Brazil to the United Nations in Geneva;1285;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Brazilian Embassy in Madrid;1290;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Department of Special Issues;1487;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Environment;1571;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Division of Environmental Policy and Sustainable Development, Department of the Environment;1576;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Environmental Policy and Sustainable Development;1580;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Division of Environmental Policy and Sustainable Development;1582;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Environment and Special Affairs;1651;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Permanent Mission to the European Communities;1653;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations;Environmental Policy and Sustainable Development Division;1655;Ministério das Relações Exteriores;;435
Ministry of Foreign Relations of;Division of New and Renewable Energy Resources;2610;Ministério das Relações Exteriores;;435
Ministry of Health;Fundacao Oswaldo Cruz;20;Ministério da Saúde;;432
Ministry of Health;NA;47;Ministério da Saúde;;432
Ministry of Health;Ecology Laboratory, National School of Public Health of the Oswaldo Cruz Foundation;54;Ministério da Saúde;;432
Ministry of Health;FIOCRUZ;58;Ministério da Saúde;;432
Ministry of Health;Manager of International Cooperation and Agreements of the Coordination for Environmental Health Protection;72;Ministério da Saúde;;432
Ministry of Health;Secretariat of Biodiversity and Forests;79;Ministério da Saúde;;432
Ministry of Health;Institutional Exchange for Judicial Consultation, Legal Counsel's Office;134;Ministério da Saúde;;432
Ministry of Health;National Sanitary Surveillance Agency;138;Ministério da Saúde;;432
Ministry of Health;Legal Department;156;Ministério da Saúde;;432
Ministry of Health;Environmental Health Surveillance;165;Ministério da Saúde;;432
Ministry of Health;Assessoria Internacional;203;Ministério da Saúde;;432
Ministry of Health;Department of Surveillance in Environmental Health and Occupational Health;224;Ministério da Saúde;;432
Ministry of Health;General Coordination on Environmental Health Surveillance;232;Ministério da Saúde;;432
Ministry of Health;Adviser to the President of the Water Company of the State of Guanabara, Member of the Working Group on Environmental Pollution;347;Ministério da Saúde;;432
Ministry of health;NA;447;Ministério da Saúde;;432
Ministry of Health;Conceição Hospitals;505;Ministério da Saúde;;432
Ministry of Health;Secretariat for Science, Technology and Strategic Input;647;Ministério da Saúde;;432
Ministry of Health;Department of Environmental and Worker Health, Ministry of Health;827;Ministério da Saúde;;432
Ministry of Health;Regulatory Affairs;1135;Ministério da Saúde;;432
Ministry of Health;Assessoria de Assuntos Internacionais de Saúde;1319;Ministério da Saúde;;432
Ministry of Health;Department of Health Surveillance, Environmental Health of Workers;1320;Ministério da Saúde;;432
Ministry of Health;Department of Environmental and Occupational Health Surveillance;1331;Ministério da Saúde;;432
Ministry of Health;SVS, Evandro Chagas Institute, Environment Section;1341;Ministério da Saúde;;432
Ministry of Health;Evandro Chagas Institute;1344;Ministério da Saúde;;432
Ministry of Health;International Affairs Office;1347;Ministério da Saúde;;432
Ministry of Health;International Affairs Office, Division of Technical Analysis;1354;Ministério da Saúde;;432
Ministry of Health;Department of Industrial Complex & Innovation to Health;1356;Ministério da Saúde;;432
Ministry of Health;Department of Health Surveillance, Environment and Health of the Workers;1359;Ministério da Saúde;;432
Ministry of Industry, Commerce and Tourism;NA;1389;Ministério do Desenvolvimento, Indústria e Comércio Exterior;;439
Ministry of Industry, Foreign Trade and Service;Foreign Trade;2648;Ministério do Desenvolvimento, Indústria e Comércio Exterior;;439
Ministry of Industry, Foreign Trade and Service;Energy and Sustainable Development;2649;Ministério do Desenvolvimento, Indústria e Comércio Exterior;;439
Ministry of Industry, Trade and Tourism;NA;1388;Ministério do Desenvolvimento, Indústria e Comércio Exterior;;439
Ministry of International Relations;NA;2119;Ministério das Relações Exteriores;;435
Ministry of Justice;NA;152;Ministério da Justiça;;429
Ministry of Justice;International affairs;1241;Ministério da Justiça;;429
Ministry of Justice;Social Policies;2238;Ministério da Justiça;;429
Ministry of Labor;Fundacentro, National Chemical Safety Programme;1316;Ministério do Trabalho e Emprego;;445
Ministry of Labor;Fundacentro, Chemical Safety Programme;1324;Ministério do Trabalho e Emprego;;445
Ministry of Labor;Fundacentro, Chemical Safety and Risks;1346;Ministério do Trabalho e Emprego;;445
Ministry of Labour;Fundacentro;189;Ministério do Trabalho e Emprego;;445
Ministry of Labour;Occupational Safety and Health Department;1328;Ministério do Trabalho e Emprego;;445
Ministry of Labour;Fundacentro, Chemicals and Safety;1363;Ministério do Trabalho e Emprego;;445
Ministry of Labour;Fundacentro, Chemical Risks, Chemical and Safety;1367;Ministério do Trabalho e Emprego;;445
Ministry of Labour and Employment;Fundacentro;183;Ministério do Trabalho e Emprego;;445
Ministry of Labour and Employment;NA;361;Ministério do Trabalho e Emprego;;445
Ministry of Labour and employment;NA;778;Ministério do Trabalho e Emprego;;445
Ministry of Labour and Employment;National Secretariat for Solidary Economy;1121;Ministério do Trabalho e Emprego;;445
Ministry of Labour and Employment;Technical Cooperation and Exchange Division;1143;Ministério do Trabalho e Emprego;;445
Ministry of Lands, Housing and Environment;Environment Department;1964;Governo de Serra Leoa;;309
Ministry of Mines and Energy;Petroleum and Gas;1362;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Coordination for Energy Systems;1425;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;NA;1434;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;General Coordination for Energy Integration;1442;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Energy Information;1526;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Programmes;1538;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Programme;1585;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Alternative Resources;1586;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Renewable Energy and Environment;1592;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Planning and Energy Development;1652;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Energy Development;1656;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Environmental Sustainability;1661;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Public Politics and Governmental Management, Energy Development;1662;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Energy Development and Planning;1715;Ministério de Minas e Energia;;436
Ministry of Mines and Energy;Foreign Affairs;2677;Ministério de Minas e Energia;;436
Ministry of Mining and Energy;NA;367;Ministério de Minas e Energia;;436
Ministry of Mining and Energy;Press;434;Ministério de Minas e Energia;;436
Ministry of Mining and Energy;International Affairs;1239;Ministério de Minas e Energia;;436
Ministry of National Integration;NA;384;Ministério da Integração Nacional;;428
Ministry of Planning and Budget;Bilateral Financing, Secretariat for Foreign Affairs;23;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning and Budget;Secretariat of Foreign Affairs;1387;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning and Budget;NA;1390;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning Budget and Management;Secretariat for International Affairs;679;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning, Budget and Management;NA;380;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning, Budget and Management;Secretary of International Affairs;681;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning, Budget and Management;Secretariat for Planning and Investment;750;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning, Budget and Management;Secretariat of International Affairs;804;Ministério do Planejamento, Orçamento e Gestão;;444
Ministry of Planning, Budget and Management;Management;1206;Ministério do Planejamento, Orçamento e Gestão;;444
